Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1926      3                4.1               56.4,Bern-Liebefeld,1926,3,4.1,56.4
1926      4                8.8               43.9,Bern-Liebefeld,1926,4,8.8,43.9
1926      5                9.9              179.3,Bern-Liebefeld,1926,5,9.9,179.3
1926      6               12.6              131.1,Bern-Liebefeld,1926,6,12.6,131.1
1926      7               16.1              118.2,Bern-Liebefeld,1926,7,16.1,118.2
1926      8               16.4               52.5,Bern-Liebefeld,1926,8,16.4,52.5
1926      9               15.0               65.1,Bern-Liebefeld,1926,9,15.0,65.1
1926     10                8.5              149.3,Bern-Liebefeld,1926,10,8.5,149.3
1926     11                4.6               90.8,Bern-Liebefeld,1926,11,4.6,90.8
1926     12               -1.8               19.1,Bern-Liebefeld,1926,12,-1.8,19.1
1927      1               -0.6               60.2,Bern-Liebefeld,1927,1,-0.6,60.2
1927      2               -1.0               59.7,Bern-Liebefeld,1927,2,-1.0,59.7
1927      3                4.3              101.9,Bern-Liebefeld,1927,3,4.3,101.9
1927      4                8.2               89.9,Bern-Liebefeld,1927,4,8.2,89.9
1927      5               12.8               96.0,Bern-Liebefeld,1927,5,12.8,96.0
1927      6               15.1              143.2,Bern-Liebefeld,1927,6,15.1,143.2
1927      7               17.1              130.0,Bern-Liebefeld,1927,7,17.1,130.0
1927      8               15.5              224.5,Bern-Liebefeld,1927,8,15.5,224.5
1927      9               13.1              108.5,Bern-Liebefeld,1927,9,13.1,108.5
1927     10                7.8               28.8,Bern-Liebefeld,1927,10,7.8,28.8
1927     11                3.0               61.6,Bern-Liebefeld,1927,11,3.0,61.6
1927     12               -1.1               43.2,Bern-Liebefeld,1927,12,-1.1,43.2
1928      1                0.9               63.4,Bern-Liebefeld,1928,1,0.9,63.4
1928      2                2.0               59.7,Bern-Liebefeld,1928,2,2.0,59.7
1928      3                4.2               65.7,Bern-Liebefeld,1928,3,4.2,65.7
1928      4                7.3               73.1,Bern-Liebefeld,1928,4,7.3,73.1
1928      5                9.8              111.6,Bern-Liebefeld,1928,5,9.8,111.6
1928      6               15.4               77.2,Bern-Liebefeld,1928,6,15.4,77.2
1928      7               20.3               93.2,Bern-Liebefeld,1928,7,20.3,93.2
1928      8               17.9              116.4,Bern-Liebefeld,1928,8,17.9,116.4
1928      9               12.7              109.9,Bern-Liebefeld,1928,9,12.7,109.9
1928     10                7.8              107.4,Bern-Liebefeld,1928,10,7.8,107.4
1928     11                4.9              101.3,Bern-Liebefeld,1928,11,4.9,101.3
1928     12               -0.5               48.9,Bern-Liebefeld,1928,12,-0.5,48.9
1929      1               -5.5               10.4,Bern-Liebefeld,1929,1,-5.5,10.4
1929      2               -7.3               19.2,Bern-Liebefeld,1929,2,-7.3,19.2
1929      3                3.1               14.1,Bern-Liebefeld,1929,3,3.1,14.1
1929      4                5.2               75.2,Bern-Liebefeld,1929,4,5.2,75.2
1929      5               12.3               71.8,Bern-Liebefeld,1929,5,12.3,71.8
1929      6               16.1               76.5,Bern-Liebefeld,1929,6,16.1,76.5
1929      7               18.2              102.1,Bern-Liebefeld,1929,7,18.2,102.1
1929      8               16.3               93.5,Bern-Liebefeld,1929,8,16.3,93.5
1929      9               16.0               45.7,Bern-Liebefeld,1929,9,16.0,45.7
1929     10                8.8              114.2,Bern-Liebefeld,1929,10,8.8,114.2
1929     11                3.5               52.3,Bern-Liebefeld,1929,11,3.5,52.3
1929     12                2.8              129.5,Bern-Liebefeld,1929,12,2.8,129.5
1930      1                1.4               37.2,Bern-Liebefeld,1930,1,1.4,37.2
1930      2               -0.1               25.5,Bern-Liebefeld,1930,2,-0.1,25.5
1930      3                4.6               68.4,Bern-Liebefeld,1930,3,4.6,68.4
1930      4                8.1              147.0,Bern-Liebefeld,1930,4,8.1,147.0
1930      5               10.5              132.9,Bern-Liebefeld,1930,5,10.5,132.9
1930      6               17.8              104.9,Bern-Liebefeld,1930,6,17.8,104.9
1930      7               15.9              227.0,Bern-Liebefeld,1930,7,15.9,227.0
1930      8               16.2              141.4,Bern-Liebefeld,1930,8,16.2,141.4
1930      9               13.8               77.3,Bern-Liebefeld,1930,9,13.8,77.3
1930     10                8.1              170.7,Bern-Liebefeld,1930,10,8.1,170.7
1930     11                5.7              115.1,Bern-Liebefeld,1930,11,5.7,115.1
1930     12                0.6               44.1,Bern-Liebefeld,1930,12,0.6,44.1
1931      1               -0.5               94.1,Bern-Liebefeld,1931,1,-0.5,94.1
1931      2               -1.6               60.2,Bern-Liebefeld,1931,2,-1.6,60.2
1931      3                0.5              129.5,Bern-Liebefeld,1931,3,0.5,129.5
1931      4                6.9               53.9,Bern-Liebefeld,1931,4,6.9,53.9
1931      5               14.2              105.7,Bern-Liebefeld,1931,5,14.2,105.7
1931      6               17.6              124.0,Bern-Liebefeld,1931,6,17.6,124.0
1931      7               16.2              178.1,Bern-Liebefeld,1931,7,16.2,178.1
1931      8               14.5              203.8,Bern-Liebefeld,1931,8,14.5,203.8
1931      9                8.9               69.6,Bern-Liebefeld,1931,9,8.9,69.6
1931     10                7.1               77.3,Bern-Liebefeld,1931,10,7.1,77.3
1931     11                4.7               17.6,Bern-Liebefeld,1931,11,4.7,17.6
1931     12               -1.3               23.8,Bern-Liebefeld,1931,12,-1.3,23.8
1932      1               -0.7               32.9,Bern-Liebefeld,1932,1,-0.7,32.9
1932      2               -3.9                1.3,Bern-Liebefeld,1932,2,-3.9,1.3
1932      3                1.3               83.3,Bern-Liebefeld,1932,3,1.3,83.3
1932      4                6.2               60.0,Bern-Liebefeld,1932,4,6.2,60.0
1932      5               11.0              180.9,Bern-Liebefeld,1932,5,11.0,180.9
1932      6               14.2              116.7,Bern-Liebefeld,1932,6,14.2,116.7
1932      7               16.0              149.3,Bern-Liebefeld,1932,7,16.0,149.3
1932      8               18.6              129.1,Bern-Liebefeld,1932,8,18.6,129.1
1932      9               15.5               60.2,Bern-Liebefeld,1932,9,15.5,60.2
1932     10                8.3               98.0,Bern-Liebefeld,1932,10,8.3,98.0
1932     11                4.1               31.8,Bern-Liebefeld,1932,11,4.1,31.8
1932     12               -0.4               13.7,Bern-Liebefeld,1932,12,-0.4,13.7
1933      1               -3.3               13.1,Bern-Liebefeld,1933,1,-3.3,13.1
1933      2               -0.1               53.2,Bern-Liebefeld,1933,2,-0.1,53.2
1933      3                4.1               66.5,Bern-Liebefeld,1933,3,4.1,66.5
1933      4                8.4               30.6,Bern-Liebefeld,1933,4,8.4,30.6
1933      5               10.6              130.2,Bern-Liebefeld,1933,5,10.6,130.2
1933      6               12.7              163.3,Bern-Liebefeld,1933,6,12.7,163.3
1933      7               18.2               94.5,Bern-Liebefeld,1933,7,18.2,94.5
1933      8               18.2               32.4,Bern-Liebefeld,1933,8,18.2,32.4
1933      9               13.8              120.2,Bern-Liebefeld,1933,9,13.8,120.2
1933     10                8.5               89.3,Bern-Liebefeld,1933,10,8.5,89.3
1933     11                2.4               39.3,Bern-Liebefeld,1933,11,2.4,39.3
1933     12               -4.8                6.0,Bern-Liebefeld,1933,12,-4.8,6.0
1934      1               -1.7               48.7,Bern-Liebefeld,1934,1,-1.7,48.7
1934      2               -0.9                5.3,Bern-Liebefeld,1934,2,-0.9,5.3
1934      3                3.1               67.3,Bern-Liebefeld,1934,3,3.1,67.3
1934      4               10.1               35.2,Bern-Liebefeld,1934,4,10.1,35.2
1934      5               13.9               19.8,Bern-Liebefeld,1934,5,13.9,19.8
1934      6               15.7              188.7,Bern-Liebefeld,1934,6,15.7,188.7
1934      7               18.2               88.2,Bern-Liebefeld,1934,7,18.2,88.2
1934      8               15.6              144.3,Bern-Liebefeld,1934,8,15.6,144.3
1934      9               14.6               57.7,Bern-Liebefeld,1934,9,14.6,57.7
1934     10                7.9               92.0,Bern-Liebefeld,1934,10,7.9,92.0
1934     11                2.1               44.3,Bern-Liebefeld,1934,11,2.1,44.3
1934     12                3.5               59.2,Bern-Liebefeld,1934,12,3.5,59.2
1935      1               -2.7               32.0,Bern-Liebefeld,1935,1,-2.7,32.0
1935      2                1.0              140.3,Bern-Liebefeld,1935,2,1.0,140.3
1935      3                2.6               63.9,Bern-Liebefeld,1935,3,2.6,63.9
1935      4                7.1              125.9,Bern-Liebefeld,1935,4,7.1,125.9
1935      5               10.3               75.8,Bern-Liebefeld,1935,5,10.3,75.8
1935      6               17.1              137.5,Bern-Liebefeld,1935,6,17.1,137.5
1935      7               18.5               81.6,Bern-Liebefeld,1935,7,18.5,81.6
1935      8               15.8               99.6,Bern-Liebefeld,1935,8,15.8,99.6
1935      9               13.8              129.0,Bern-Liebefeld,1935,9,13.8,129.0
1935     10                8.2              153.9,Bern-Liebefeld,1935,10,8.2,153.9
1935     11                4.4               59.7,Bern-Liebefeld,1935,11,4.4,59.7
1935     12               -1.4              118.0,Bern-Liebefeld,1935,12,-1.4,118.0
1936      1                2.9               93.9,Bern-Liebefeld,1936,1,2.9,93.9
1936      2                0.9              101.3,Bern-Liebefeld,1936,2,0.9,101.3
1936      3                5.4               36.4,Bern-Liebefeld,1936,3,5.4,36.4
1936      4                6.9              125.7,Bern-Liebefeld,1936,4,6.9,125.7
1936      5               12.3              121.7,Bern-Liebefeld,1936,5,12.3,121.7
1936      6               14.7              143.0,Bern-Liebefeld,1936,6,14.7,143.0
1936      7               15.8              214.4,Bern-Liebefeld,1936,7,15.8,214.4
1936      8               16.2               61.5,Bern-Liebefeld,1936,8,16.2,61.5
1936      9               13.2              170.5,Bern-Liebefeld,1936,9,13.2,170.5
1936     10                4.9               60.3,Bern-Liebefeld,1936,10,4.9,60.3
1936     11                3.1               57.9,Bern-Liebefeld,1936,11,3.1,57.9
1936     12                0.5               34.0,Bern-Liebefeld,1936,12,0.5,34.0
1937      1                0.7               62.2,Bern-Liebefeld,1937,1,0.7,62.2
1937      2                2.8              115.5,Bern-Liebefeld,1937,2,2.8,115.5
1937      3                2.5              177.9,Bern-Liebefeld,1937,3,2.5,177.9
1937      4                7.6              110.9,Bern-Liebefeld,1937,4,7.6,110.9
1937      5               13.6               73.7,Bern-Liebefeld,1937,5,13.6,73.7
1937      6               16.0              156.4,Bern-Liebefeld,1937,6,16.0,156.4
1937      7               17.7               86.7,Bern-Liebefeld,1937,7,17.7,86.7
1937      8               16.8               84.9,Bern-Liebefeld,1937,8,16.8,84.9
1937      9               12.3              127.2,Bern-Liebefeld,1937,9,12.3,127.2
1937     10                8.1               21.1,Bern-Liebefeld,1937,10,8.1,21.1
1937     11                2.2               44.0,Bern-Liebefeld,1937,11,2.2,44.0
1937     12               -1.6               71.1,Bern-Liebefeld,1937,12,-1.6,71.1
1938      1               -0.2               77.3,Bern-Liebefeld,1938,1,-0.2,77.3
1938      2               -0.7               11.2,Bern-Liebefeld,1938,2,-0.7,11.2
1938      3                6.1               24.7,Bern-Liebefeld,1938,3,6.1,24.7
1938      4                5.1               20.0,Bern-Liebefeld,1938,4,5.1,20.0
1938      5               10.5               97.1,Bern-Liebefeld,1938,5,10.5,97.1
1938      6               16.5              168.8,Bern-Liebefeld,1938,6,16.5,168.8
1938      7               16.5              225.4,Bern-Liebefeld,1938,7,16.5,225.4
1938      8               16.2              162.5,Bern-Liebefeld,1938,8,16.2,162.5
1938      9               13.7               83.4,Bern-Liebefeld,1938,9,13.7,83.4
1938     10                8.1               54.9,Bern-Liebefeld,1938,10,8.1,54.9
1938     11                4.9               51.4,Bern-Liebefeld,1938,11,4.9,51.4
1938     12               -2.6               41.3,Bern-Liebefeld,1938,12,-2.6,41.3
1939      1               -0.1               50.9,Bern-Liebefeld,1939,1,-0.1,50.9
1939      2               -0.1               16.6,Bern-Liebefeld,1939,2,-0.1,16.6
1939      3                1.0               67.2,Bern-Liebefeld,1939,3,1.0,67.2
1939      4                9.0               79.3,Bern-Liebefeld,1939,4,9.0,79.3
1939      5                8.7              181.2,Bern-Liebefeld,1939,5,8.7,181.2
1939      6               15.1              139.7,Bern-Liebefeld,1939,6,15.1,139.7
1939      7               15.8              126.6,Bern-Liebefeld,1939,7,15.8,126.6
1939      8               16.4               56.7,Bern-Liebefeld,1939,8,16.4,56.7
1939      9               12.1               95.0,Bern-Liebefeld,1939,9,12.1,95.0
1939     10                7.0              174.1,Bern-Liebefeld,1939,10,7.0,174.1
1939     11                5.6               79.8,Bern-Liebefeld,1939,11,5.6,79.8
1939     12               -1.4               41.8,Bern-Liebefeld,1939,12,-1.4,41.8
1940      1               -5.8               28.0,Bern-Liebefeld,1940,1,-5.8,28.0
1940      2                0.1               32.3,Bern-Liebefeld,1940,2,0.1,32.3
1940      3                3.8               72.0,Bern-Liebefeld,1940,3,3.8,72.0
1940      4                7.9               90.0,Bern-Liebefeld,1940,4,7.9,90.0
1940      5               11.6               67.5,Bern-Liebefeld,1940,5,11.6,67.5
1940      6               14.5              116.3,Bern-Liebefeld,1940,6,14.5,116.3
1940      7               15.4              213.4,Bern-Liebefeld,1940,7,15.4,213.4
1940      8               15.1               72.2,Bern-Liebefeld,1940,8,15.1,72.2
1940      9               13.3              202.4,Bern-Liebefeld,1940,9,13.3,202.4
1940     10                7.6               50.5,Bern-Liebefeld,1940,10,7.6,50.5
1940     11                4.2              154.7,Bern-Liebefeld,1940,11,4.2,154.7
1940     12               -4.9               46.5,Bern-Liebefeld,1940,12,-4.9,46.5
1941      1               -3.7               35.5,Bern-Liebefeld,1941,1,-3.7,35.5
1941      2               -0.1               25.9,Bern-Liebefeld,1941,2,-0.1,25.9
1941      3                4.2               82.7,Bern-Liebefeld,1941,3,4.2,82.7
1941      4                5.9               68.6,Bern-Liebefeld,1941,4,5.9,68.6
1941      5                8.2              127.3,Bern-Liebefeld,1941,5,8.2,127.3
1941      6               15.8               96.6,Bern-Liebefeld,1941,6,15.8,96.6
1941      7               18.2               65.2,Bern-Liebefeld,1941,7,18.2,65.2
1941      8               15.1              165.4,Bern-Liebefeld,1941,8,15.1,165.4
1941      9               12.1               15.6,Bern-Liebefeld,1941,9,12.1,15.6
1941     10                7.0               48.2,Bern-Liebefeld,1941,10,7.0,48.2
1941     11                2.5               36.3,Bern-Liebefeld,1941,11,2.5,36.3
1941     12               -1.1               25.5,Bern-Liebefeld,1941,12,-1.1,25.5
1942      1               -6.0               63.1,Bern-Liebefeld,1942,1,-6.0,63.1
1942      2               -4.6                8.5,Bern-Liebefeld,1942,2,-4.6,8.5
1942      3                3.9               39.1,Bern-Liebefeld,1942,3,3.9,39.1
1942      4                7.8               63.3,Bern-Liebefeld,1942,4,7.8,63.3
1942      5               11.8               86.2,Bern-Liebefeld,1942,5,11.8,86.2
1942      6               15.7              128.5,Bern-Liebefeld,1942,6,15.7,128.5
1942      7               16.7              110.0,Bern-Liebefeld,1942,7,16.7,110.0
1942      8               16.8               59.3,Bern-Liebefeld,1942,8,16.8,59.3
1942      9               14.8              120.6,Bern-Liebefeld,1942,9,14.8,120.6
1942     10               10.2               59.0,Bern-Liebefeld,1942,10,10.2,59.0
1942     11                1.2               29.4,Bern-Liebefeld,1942,11,1.2,29.4
1942     12               -0.5               23.5,Bern-Liebefeld,1942,12,-0.5,23.5
1943      1               -1.3               53.5,Bern-Liebefeld,1943,1,-1.3,53.5
1943      2                1.0               37.7,Bern-Liebefeld,1943,2,1.0,37.7
1943      3                5.4               41.8,Bern-Liebefeld,1943,3,5.4,41.8
1943      4                9.0               42.8,Bern-Liebefeld,1943,4,9.0,42.8
1943      5               12.9               95.1,Bern-Liebefeld,1943,5,12.9,95.1
1943      6               14.3              122.2,Bern-Liebefeld,1943,6,14.3,122.2
1943      7               17.4              124.8,Bern-Liebefeld,1943,7,17.4,124.8
1943      8               18.5               54.9,Bern-Liebefeld,1943,8,18.5,54.9
1943      9               13.7              142.8,Bern-Liebefeld,1943,9,13.7,142.8
1943     10                9.8                3.0,Bern-Liebefeld,1943,10,9.8,3.0
1943     11                1.9               55.6,Bern-Liebefeld,1943,11,1.9,55.6
1943     12               -0.3               16.7,Bern-Liebefeld,1943,12,-0.3,16.7
1944      1               -0.3               38.0,Bern-Liebefeld,1944,1,-0.3,38.0
1944      2               -3.1               45.5,Bern-Liebefeld,1944,2,-3.1,45.5
1944      3                0.9                8.9,Bern-Liebefeld,1944,3,0.9,8.9
1944      4                9.6               53.8,Bern-Liebefeld,1944,4,9.6,53.8
1944      5               11.7               40.4,Bern-Liebefeld,1944,5,11.7,40.4
1944      6               14.1              101.4,Bern-Liebefeld,1944,6,14.1,101.4
1944      7               16.9              143.1,Bern-Liebefeld,1944,7,16.9,143.1
1944      8               19.7               90.1,Bern-Liebefeld,1944,8,19.7,90.1
1944      9               12.2              151.7,Bern-Liebefeld,1944,9,12.2,151.7
1944     10                6.8               89.1,Bern-Liebefeld,1944,10,6.8,89.1
1944     11                2.8              155.3,Bern-Liebefeld,1944,11,2.8,155.3
1944     12               -1.6               98.4,Bern-Liebefeld,1944,12,-1.6,98.4
1945      1               -6.9               34.2,Bern-Liebefeld,1945,1,-6.9,34.2
1945      2                2.4               40.9,Bern-Liebefeld,1945,2,2.4,40.9
1945      3                5.2               41.3,Bern-Liebefeld,1945,3,5.2,41.3
1945      4                9.7               41.4,Bern-Liebefeld,1945,4,9.7,41.4
1945      5               13.9              109.8,Bern-Liebefeld,1945,5,13.9,109.8
1945      6               17.6               82.8,Bern-Liebefeld,1945,6,17.6,82.8
1945      7               18.8               49.4,Bern-Liebefeld,1945,7,18.8,49.4
1945      8               16.3              146.7,Bern-Liebefeld,1945,8,16.3,146.7
1945      9               13.9               82.6,Bern-Liebefeld,1945,9,13.9,82.6
1945     10                7.6               38.9,Bern-Liebefeld,1945,10,7.6,38.9
1945     11                1.4               21.6,Bern-Liebefeld,1945,11,1.4,21.6
1945     12               -0.6               63.4,Bern-Liebefeld,1945,12,-0.6,63.4
1946      1               -3.3               40.8,Bern-Liebefeld,1946,1,-3.3,40.8
1946      2                2.7               49.4,Bern-Liebefeld,1946,2,2.7,49.4
1946      3                4.6               25.5,Bern-Liebefeld,1946,3,4.6,25.5
1946      4               10.2               39.0,Bern-Liebefeld,1946,4,10.2,39.0
1946      5               12.4              113.0,Bern-Liebefeld,1946,5,12.4,113.0
1946      6               14.3              208.0,Bern-Liebefeld,1946,6,14.3,208.0
1946      7               18.0              123.7,Bern-Liebefeld,1946,7,18.0,123.7
1946      8               16.0              141.4,Bern-Liebefeld,1946,8,16.0,141.4
1946      9               13.7              123.9,Bern-Liebefeld,1946,9,13.7,123.9
1946     10                6.8               41.6,Bern-Liebefeld,1946,10,6.8,41.6
1946     11                2.7               37.5,Bern-Liebefeld,1946,11,2.7,37.5
1946     12               -2.3               27.4,Bern-Liebefeld,1946,12,-2.3,27.4
1947      1               -3.9               50.2,Bern-Liebefeld,1947,1,-3.9,50.2
1947      2               -2.4               29.4,Bern-Liebefeld,1947,2,-2.4,29.4
1947      3                4.0              131.7,Bern-Liebefeld,1947,3,4.0,131.7
1947      4               10.5               24.1,Bern-Liebefeld,1947,4,10.5,24.1
1947      5               14.0               45.8,Bern-Liebefeld,1947,5,14.0,45.8
1947      6               17.7               68.2,Bern-Liebefeld,1947,6,17.7,68.2
1947      7               19.8               91.8,Bern-Liebefeld,1947,7,19.8,91.8
1947      8               20.3               17.3,Bern-Liebefeld,1947,8,20.3,17.3
1947      9               16.3               31.7,Bern-Liebefeld,1947,9,16.3,31.7
1947     10                8.7               25.4,Bern-Liebefeld,1947,10,8.7,25.4
1947     11                5.7              103.9,Bern-Liebefeld,1947,11,5.7,103.9
1947     12                0.8               53.3,Bern-Liebefeld,1947,12,0.8,53.3
1948      1                2.4              129.2,Bern-Liebefeld,1948,1,2.4,129.2
1948      2                0.8               32.3,Bern-Liebefeld,1948,2,0.8,32.3
1948      3                7.4                6.5,Bern-Liebefeld,1948,3,7.4,6.5
1948      4                8.6               66.6,Bern-Liebefeld,1948,4,8.6,66.6
1948      5               13.3               66.5,Bern-Liebefeld,1948,5,13.3,66.5
1948      6               14.9              125.8,Bern-Liebefeld,1948,6,14.9,125.8
1948      7               14.9              193.2,Bern-Liebefeld,1948,7,14.9,193.2
1948      8               16.2              136.2,Bern-Liebefeld,1948,8,16.2,136.2
1948      9               13.1               65.4,Bern-Liebefeld,1948,9,13.1,65.4
1948     10                8.8               37.9,Bern-Liebefeld,1948,10,8.8,37.9
1948     11                3.2               55.2,Bern-Liebefeld,1948,11,3.2,55.2
1948     12               -0.8               29.3,Bern-Liebefeld,1948,12,-0.8,29.3
1949      1               -0.9               34.3,Bern-Liebefeld,1949,1,-0.9,34.3
1949      2                0.4               10.6,Bern-Liebefeld,1949,2,0.4,10.6
1949      3                2.1               56.8,Bern-Liebefeld,1949,3,2.1,56.8
1949      4               10.9               82.2,Bern-Liebefeld,1949,4,10.9,82.2
1949      5               10.5              102.5,Bern-Liebefeld,1949,5,10.5,102.5
1949      6               15.7               39.6,Bern-Liebefeld,1949,6,15.7,39.6
1949      7               19.7               17.4,Bern-Liebefeld,1949,7,19.7,17.4
1949      8               18.1               74.5,Bern-Liebefeld,1949,8,18.1,74.5
1949      9               16.9               61.1,Bern-Liebefeld,1949,9,16.9,61.1
1949     10               10.5               17.0,Bern-Liebefeld,1949,10,10.5,17.0
1949     11                2.8               70.1,Bern-Liebefeld,1949,11,2.8,70.1
1949     12                1.8               66.7,Bern-Liebefeld,1949,12,1.8,66.7
1950      1               -1.2               43.8,Bern-Liebefeld,1950,1,-1.2,43.8
1950      2                2.3               55.0,Bern-Liebefeld,1950,2,2.3,55.0
1950      3                4.8               14.4,Bern-Liebefeld,1950,3,4.8,14.4
1950      4                6.4              117.3,Bern-Liebefeld,1950,4,6.4,117.3
1950      5               13.8              120.9,Bern-Liebefeld,1950,5,13.8,120.9
1950      6               18.1               87.2,Bern-Liebefeld,1950,6,18.1,87.2
1950      7               19.9               73.7,Bern-Liebefeld,1950,7,19.9,73.7
1950      8               17.1              137.1,Bern-Liebefeld,1950,8,17.1,137.1
1950      9               13.0              122.8,Bern-Liebefeld,1950,9,13.0,122.8
1950     10                8.1               37.8,Bern-Liebefeld,1950,10,8.1,37.8
1950     11                4.4              270.5,Bern-Liebefeld,1950,11,4.4,270.5
1950     12               -2.2               41.3,Bern-Liebefeld,1950,12,-2.2,41.3
1951      1                0.0               66.4,Bern-Liebefeld,1951,1,0.0,66.4
1951      2                1.2              108.5,Bern-Liebefeld,1951,2,1.2,108.5
1951      3                2.9              104.7,Bern-Liebefeld,1951,3,2.9,104.7
1951      4                7.7              116.9,Bern-Liebefeld,1951,4,7.7,116.9
1951      5               11.2               75.2,Bern-Liebefeld,1951,5,11.2,75.2
1951      6               15.1               95.8,Bern-Liebefeld,1951,6,15.1,95.8
1951      7               17.7              151.0,Bern-Liebefeld,1951,7,17.7,151.0
1951      8               16.1              162.0,Bern-Liebefeld,1951,8,16.1,162.0
1951      9               14.0               57.2,Bern-Liebefeld,1951,9,14.0,57.2
1951     10                7.6               66.0,Bern-Liebefeld,1951,10,7.6,66.0
1951     11                4.9              113.3,Bern-Liebefeld,1951,11,4.9,113.3
1951     12               -0.6               60.9,Bern-Liebefeld,1951,12,-0.6,60.9
1952      1               -2.1               92.0,Bern-Liebefeld,1952,1,-2.1,92.0
1952      2               -1.8               74.0,Bern-Liebefeld,1952,2,-1.8,74.0
1952      3                4.9               99.9,Bern-Liebefeld,1952,3,4.9,99.9
1952      4                9.6               66.9,Bern-Liebefeld,1952,4,9.6,66.9
1952      5               13.2               69.5,Bern-Liebefeld,1952,5,13.2,69.5
1952      6               17.2               87.5,Bern-Liebefeld,1952,6,17.2,87.5
1952      7               20.5               32.3,Bern-Liebefeld,1952,7,20.5,32.3
1952      8               17.8              148.1,Bern-Liebefeld,1952,8,17.8,148.1
1952      9               10.4              120.2,Bern-Liebefeld,1952,9,10.4,120.2
1952     10                7.9              177.0,Bern-Liebefeld,1952,10,7.9,177.0
1952     11                2.5              157.6,Bern-Liebefeld,1952,11,2.5,157.6
1952     12               -0.1              109.1,Bern-Liebefeld,1952,12,-0.1,109.1
1953      1               -4.0               25.9,Bern-Liebefeld,1953,1,-4.0,25.9
1953      2               -1.6               30.5,Bern-Liebefeld,1953,2,-1.6,30.5
1953      3                4.6                4.5,Bern-Liebefeld,1953,3,4.6,4.5
1953      4                9.0               76.7,Bern-Liebefeld,1953,4,9.0,76.7
1953      5               13.7               83.6,Bern-Liebefeld,1953,5,13.7,83.6
1953      6               14.2              138.0,Bern-Liebefeld,1953,6,14.2,138.0
1953      7               17.4              117.6,Bern-Liebefeld,1953,7,17.4,117.6
1953      8               17.0               71.2,Bern-Liebefeld,1953,8,17.0,71.2
1953      9               14.1               93.1,Bern-Liebefeld,1953,9,14.1,93.1
1953     10                9.6               34.2,Bern-Liebefeld,1953,10,9.6,34.2
1953     11                1.8               33.2,Bern-Liebefeld,1953,11,1.8,33.2
1953     12                1.2               20.2,Bern-Liebefeld,1953,12,1.2,20.2
1954      1               -3.0               76.7,Bern-Liebefeld,1954,1,-3.0,76.7
1954      2               -1.9               83.3,Bern-Liebefeld,1954,2,-1.9,83.3
1954      3                5.3               29.4,Bern-Liebefeld,1954,3,5.3,29.4
1954      4                6.1               67.0,Bern-Liebefeld,1954,4,6.1,67.0
1954      5               11.4               55.2,Bern-Liebefeld,1954,5,11.4,55.2
1954      6               15.7              120.3,Bern-Liebefeld,1954,6,15.7,120.3
1954      7               15.5               92.1,Bern-Liebefeld,1954,7,15.5,92.1
1954      8               15.2              203.0,Bern-Liebefeld,1954,8,15.2,203.0
1954      9               14.0              178.0,Bern-Liebefeld,1954,9,14.0,178.0
1954     10                8.6               72.6,Bern-Liebefeld,1954,10,8.6,72.6
1954     11                4.5               57.1,Bern-Liebefeld,1954,11,4.5,57.1
1954     12                1.7               96.9,Bern-Liebefeld,1954,12,1.7,96.9
1955      1               -0.4              154.5,Bern-Liebefeld,1955,1,-0.4,154.5
1955      2               -0.1              107.0,Bern-Liebefeld,1955,2,-0.1,107.0
1955      3                1.4               30.0,Bern-Liebefeld,1955,3,1.4,30.0
1955      4                8.2               18.8,Bern-Liebefeld,1955,4,8.2,18.8
1955      5               11.2              129.8,Bern-Liebefeld,1955,5,11.2,129.8
1955      6               15.1              163.2,Bern-Liebefeld,1955,6,15.1,163.2
1955      7               16.7              158.0,Bern-Liebefeld,1955,7,16.7,158.0
1955      8               15.7              115.3,Bern-Liebefeld,1955,8,15.7,115.3
1955      9               12.6               75.7,Bern-Liebefeld,1955,9,12.6,75.7
1955     10                6.8               24.0,Bern-Liebefeld,1955,10,6.8,24.0
1955     11                1.8               10.7,Bern-Liebefeld,1955,11,1.8,10.7
1955     12                2.6              102.7,Bern-Liebefeld,1955,12,2.6,102.7
1956      1                0.6               96.3,Bern-Liebefeld,1956,1,0.6,96.3
1956      2               -9.4                4.7,Bern-Liebefeld,1956,2,-9.4,4.7
1956      3                3.5               31.7,Bern-Liebefeld,1956,3,3.5,31.7
1956      4                5.9               99.0,Bern-Liebefeld,1956,4,5.9,99.0
1956      5               12.6              114.5,Bern-Liebefeld,1956,5,12.6,114.5
1956      6               13.2               75.7,Bern-Liebefeld,1956,6,13.2,75.7
1956      7               16.3              177.7,Bern-Liebefeld,1956,7,16.3,177.7
1956      8               14.4              206.7,Bern-Liebefeld,1956,8,14.4,206.7
1956      9               14.3               67.6,Bern-Liebefeld,1956,9,14.3,67.6
1956     10                6.6              119.4,Bern-Liebefeld,1956,10,6.6,119.4
1956     11                1.1               32.8,Bern-Liebefeld,1956,11,1.1,32.8
1956     12               -0.6               17.6,Bern-Liebefeld,1956,12,-0.6,17.6
1957      1               -3.2               30.0,Bern-Liebefeld,1957,1,-3.2,30.0
1957      2                2.8              153.0,Bern-Liebefeld,1957,2,2.8,153.0
1957      3                7.5               24.9,Bern-Liebefeld,1957,3,7.5,24.9
