Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1864      1               -7.6               22.5,Bern-Liebefeld,1864,1,-7.6,22.5
1864      2               -1.8               26.5,Bern-Liebefeld,1864,2,-1.8,26.5
1864      3                3.9               57.1,Bern-Liebefeld,1864,3,3.9,57.1
1864      4                6.6               55.1,Bern-Liebefeld,1864,4,6.6,55.1
1864      5               12.1               68.5,Bern-Liebefeld,1864,5,12.1,68.5
1864      6               13.7              146.0,Bern-Liebefeld,1864,6,13.7,146.0
1864      7               17.3               43.4,Bern-Liebefeld,1864,7,17.3,43.4
1864      8               15.2               54.8,Bern-Liebefeld,1864,8,15.2,54.8
1864      9               12.1               49.9,Bern-Liebefeld,1864,9,12.1,49.9
1864     10                5.7               27.2,Bern-Liebefeld,1864,10,5.7,27.2
1864     11                2.0               47.8,Bern-Liebefeld,1864,11,2.0,47.8
1864     12               -4.7                5.1,Bern-Liebefeld,1864,12,-4.7,5.1
1865      1               -0.9               74.8,Bern-Liebefeld,1865,1,-0.9,74.8
1865      2               -3.0               49.8,Bern-Liebefeld,1865,2,-3.0,49.8
1865      3               -1.9               52.2,Bern-Liebefeld,1865,3,-1.9,52.2
1865      4               11.6               15.5,Bern-Liebefeld,1865,4,11.6,15.5
1865      5               14.4               69.6,Bern-Liebefeld,1865,5,14.4,69.6
1865      6               15.7               18.5,Bern-Liebefeld,1865,6,15.7,18.5
1865      7               18.6               78.6,Bern-Liebefeld,1865,7,18.6,78.6
1865      8               15.3              153.2,Bern-Liebefeld,1865,8,15.3,153.2
1865      9               15.3                0.6,Bern-Liebefeld,1865,9,15.3,0.6
1865     10                8.7               84.0,Bern-Liebefeld,1865,10,8.7,84.0
1865     11                3.0               67.6,Bern-Liebefeld,1865,11,3.0,67.6
1865     12               -3.1               25.3,Bern-Liebefeld,1865,12,-3.1,25.3
1866      1                1.6               43.9,Bern-Liebefeld,1866,1,1.6,43.9
1866      2                3.1              108.3,Bern-Liebefeld,1866,2,3.1,108.3
1866      3                3.0               73.8,Bern-Liebefeld,1866,3,3.0,73.8
1866      4                8.8               94.2,Bern-Liebefeld,1866,4,8.8,94.2
1866      5                9.4              111.6,Bern-Liebefeld,1866,5,9.4,111.6
1866      6               16.9               65.2,Bern-Liebefeld,1866,6,16.9,65.2
1866      7               17.0               52.9,Bern-Liebefeld,1866,7,17.0,52.9
1866      8               14.4              139.8,Bern-Liebefeld,1866,8,14.4,139.8
1866      9               13.4               55.9,Bern-Liebefeld,1866,9,13.4,55.9
1866     10                8.2               41.9,Bern-Liebefeld,1866,10,8.2,41.9
1866     11                2.7               81.6,Bern-Liebefeld,1866,11,2.7,81.6
1866     12                0.8               80.1,Bern-Liebefeld,1866,12,0.8,80.1
1867      1               -2.4              145.0,Bern-Liebefeld,1867,1,-2.4,145.0
1867      2                4.1               44.5,Bern-Liebefeld,1867,2,4.1,44.5
1867      3                3.2              120.4,Bern-Liebefeld,1867,3,3.2,120.4
1867      4                7.7              127.7,Bern-Liebefeld,1867,4,7.7,127.7
1867      5               12.4               78.6,Bern-Liebefeld,1867,5,12.4,78.6
1867      6               15.0              136.3,Bern-Liebefeld,1867,6,15.0,136.3
1867      7               15.9               69.3,Bern-Liebefeld,1867,7,15.9,69.3
1867      8               17.3               60.7,Bern-Liebefeld,1867,8,17.3,60.7
1867      9               13.8               91.3,Bern-Liebefeld,1867,9,13.8,91.3
1867     10                6.0              132.9,Bern-Liebefeld,1867,10,6.0,132.9
1867     11                0.4               15.0,Bern-Liebefeld,1867,11,0.4,15.0
1867     12               -3.2               78.8,Bern-Liebefeld,1867,12,-3.2,78.8
1868      1               -3.5               33.0,Bern-Liebefeld,1868,1,-3.5,33.0
1868      2                1.4               10.1,Bern-Liebefeld,1868,2,1.4,10.1
1868      3                2.0               46.2,Bern-Liebefeld,1868,3,2.0,46.2
1868      4                6.8               83.3,Bern-Liebefeld,1868,4,6.8,83.3
1868      5               17.0               44.7,Bern-Liebefeld,1868,5,17.0,44.7
1868      6               16.6               89.2,Bern-Liebefeld,1868,6,16.6,89.2
1868      7               17.8               95.8,Bern-Liebefeld,1868,7,17.8,95.8
1868      8               16.9              119.4,Bern-Liebefeld,1868,8,16.9,119.4
1868      9               15.1              118.2,Bern-Liebefeld,1868,9,15.1,118.2
1868     10                7.9               92.7,Bern-Liebefeld,1868,10,7.9,92.7
1868     11               -0.2               36.5,Bern-Liebefeld,1868,11,-0.2,36.5
1868     12                3.9              178.1,Bern-Liebefeld,1868,12,3.9,178.1
1869      1               -2.4               29.1,Bern-Liebefeld,1869,1,-2.4,29.1
1869      2                3.6               42.3,Bern-Liebefeld,1869,2,3.6,42.3
1869      3               -0.6               59.7,Bern-Liebefeld,1869,3,-0.6,59.7
1869      4                9.4               17.8,Bern-Liebefeld,1869,4,9.4,17.8
1869      5               13.0              140.0,Bern-Liebefeld,1869,5,13.0,140.0
1869      6               13.0               74.4,Bern-Liebefeld,1869,6,13.0,74.4
1869      7               19.5               81.5,Bern-Liebefeld,1869,7,19.5,81.5
1869      8               15.2              101.6,Bern-Liebefeld,1869,8,15.2,101.6
1869      9               13.7               73.2,Bern-Liebefeld,1869,9,13.7,73.2
1869     10                5.6               99.0,Bern-Liebefeld,1869,10,5.6,99.0
1869     11                3.1              101.4,Bern-Liebefeld,1869,11,3.1,101.4
1869     12               -2.8               92.2,Bern-Liebefeld,1869,12,-2.8,92.2
1870      1               -2.8               30.4,Bern-Liebefeld,1870,1,-2.8,30.4
1870      2               -2.9                7.1,Bern-Liebefeld,1870,2,-2.9,7.1
1870      3                0.9               92.6,Bern-Liebefeld,1870,3,0.9,92.6
1870      4                7.6               46.7,Bern-Liebefeld,1870,4,7.6,46.7
1870      5               13.5               55.7,Bern-Liebefeld,1870,5,13.5,55.7
1870      6               16.7               46.7,Bern-Liebefeld,1870,6,16.7,46.7
1870      7               19.1               96.9,Bern-Liebefeld,1870,7,19.1,96.9
1870      8               14.7               98.2,Bern-Liebefeld,1870,8,14.7,98.2
1870      9               11.7              121.0,Bern-Liebefeld,1870,9,11.7,121.0
1870     10                7.7              271.9,Bern-Liebefeld,1870,10,7.7,271.9
1870     11                2.1               77.0,Bern-Liebefeld,1870,11,2.1,77.0
1870     12               -5.2               68.7,Bern-Liebefeld,1870,12,-5.2,68.7
1871      1               -6.3               43.1,Bern-Liebefeld,1871,1,-6.3,43.1
1871      2                0.1               42.2,Bern-Liebefeld,1871,2,0.1,42.2
1871      3                2.9               43.1,Bern-Liebefeld,1871,3,2.9,43.1
1871      4                8.4              100.8,Bern-Liebefeld,1871,4,8.4,100.8
1871      5               11.5               21.2,Bern-Liebefeld,1871,5,11.5,21.2
1871      6               12.2               83.4,Bern-Liebefeld,1871,6,12.2,83.4
1871      7               18.5              108.9,Bern-Liebefeld,1871,7,18.5,108.9
1871      8               17.0               51.9,Bern-Liebefeld,1871,8,17.0,51.9
1871      9               15.2               42.9,Bern-Liebefeld,1871,9,15.2,42.9
1871     10                6.0               82.4,Bern-Liebefeld,1871,10,6.0,82.4
1871     11               -0.6               26.1,Bern-Liebefeld,1871,11,-0.6,26.1
1871     12               -8.3                7.7,Bern-Liebefeld,1871,12,-8.3,7.7
1872      1               -1.1               43.5,Bern-Liebefeld,1872,1,-1.1,43.5
1872      2               -0.2               50.1,Bern-Liebefeld,1872,2,-0.2,50.1
1872      3                4.5               26.9,Bern-Liebefeld,1872,3,4.5,26.9
1872      4                8.3               61.5,Bern-Liebefeld,1872,4,8.3,61.5
1872      5               10.7              154.7,Bern-Liebefeld,1872,5,10.7,154.7
1872      6               15.1              120.3,Bern-Liebefeld,1872,6,15.1,120.3
1872      7               18.5               99.2,Bern-Liebefeld,1872,7,18.5,99.2
1872      8               15.5              137.3,Bern-Liebefeld,1872,8,15.5,137.3
1872      9               14.3               38.9,Bern-Liebefeld,1872,9,14.3,38.9
1872     10                8.4               88.8,Bern-Liebefeld,1872,10,8.4,88.8
1872     11                5.2               64.5,Bern-Liebefeld,1872,11,5.2,64.5
1872     12                1.3               68.1,Bern-Liebefeld,1872,12,1.3,68.1
1873      1               -0.2               28.2,Bern-Liebefeld,1873,1,-0.2,28.2
1873      2               -1.0               25.2,Bern-Liebefeld,1873,2,-1.0,25.2
1873      3                5.5               88.2,Bern-Liebefeld,1873,3,5.5,88.2
1873      4                6.2               93.9,Bern-Liebefeld,1873,4,6.2,93.9
1873      5               10.1               64.0,Bern-Liebefeld,1873,5,10.1,64.0
1873      6               15.6               59.3,Bern-Liebefeld,1873,6,15.6,59.3
1873      7               19.4               95.1,Bern-Liebefeld,1873,7,19.4,95.1
1873      8               18.4               53.1,Bern-Liebefeld,1873,8,18.4,53.1
1873      9               12.7               64.8,Bern-Liebefeld,1873,9,12.7,64.8
1873     10                8.5               99.6,Bern-Liebefeld,1873,10,8.5,99.6
1873     11                3.1               53.9,Bern-Liebefeld,1873,11,3.1,53.9
1873     12               -2.5               29.3,Bern-Liebefeld,1873,12,-2.5,29.3
1874      1               -1.8               20.9,Bern-Liebefeld,1874,1,-1.8,20.9
1874      2               -1.1               23.9,Bern-Liebefeld,1874,2,-1.1,23.9
1874      3                3.2               31.5,Bern-Liebefeld,1874,3,3.2,31.5
1874      4                9.3               86.2,Bern-Liebefeld,1874,4,9.3,86.2
1874      5                8.7              119.4,Bern-Liebefeld,1874,5,8.7,119.4
1874      6               16.1              116.4,Bern-Liebefeld,1874,6,16.1,116.4
1874      7               19.9              112.0,Bern-Liebefeld,1874,7,19.9,112.0
1874      8               15.2               58.2,Bern-Liebefeld,1874,8,15.2,58.2
1874      9               14.7               36.6,Bern-Liebefeld,1874,9,14.7,36.6
1874     10                8.3               43.5,Bern-Liebefeld,1874,10,8.3,43.5
1874     11                0.3              130.0,Bern-Liebefeld,1874,11,0.3,130.0
1874     12               -3.1              128.9,Bern-Liebefeld,1874,12,-3.1,128.9
1875      1                0.7              116.5,Bern-Liebefeld,1875,1,0.7,116.5
1875      2               -3.6               16.6,Bern-Liebefeld,1875,2,-3.6,16.6
1875      3                1.9               19.2,Bern-Liebefeld,1875,3,1.9,19.2
1875      4                7.7               44.7,Bern-Liebefeld,1875,4,7.7,44.7
1875      5               14.5              135.9,Bern-Liebefeld,1875,5,14.5,135.9
1875      6               16.3              102.2,Bern-Liebefeld,1875,6,16.3,102.2
1875      7               16.0              190.3,Bern-Liebefeld,1875,7,16.0,190.3
1875      8               18.0              120.2,Bern-Liebefeld,1875,8,18.0,120.2
1875      9               14.6               71.2,Bern-Liebefeld,1875,9,14.6,71.2
1875     10                7.3              104.8,Bern-Liebefeld,1875,10,7.3,104.8
1875     11                2.8              178.2,Bern-Liebefeld,1875,11,2.8,178.2
1875     12               -3.9                5.8,Bern-Liebefeld,1875,12,-3.9,5.8
1876      1               -3.3               27.9,Bern-Liebefeld,1876,1,-3.3,27.9
1876      2                1.1              168.3,Bern-Liebefeld,1876,2,1.1,168.3
1876      3                3.4              277.9,Bern-Liebefeld,1876,3,3.4,277.9
1876      4                7.1              131.0,Bern-Liebefeld,1876,4,7.1,131.0
1876      5                8.8               81.6,Bern-Liebefeld,1876,5,8.8,81.6
1876      6               15.0              198.3,Bern-Liebefeld,1876,6,15.0,198.3
1876      7               18.0               50.8,Bern-Liebefeld,1876,7,18.0,50.8
1876      8               17.3               95.6,Bern-Liebefeld,1876,8,17.3,95.6
1876      9               11.9              161.5,Bern-Liebefeld,1876,9,11.9,161.5
1876     10               10.1                5.9,Bern-Liebefeld,1876,10,10.1,5.9
1876     11                2.1               74.4,Bern-Liebefeld,1876,11,2.1,74.4
1876     12                2.1               80.7,Bern-Liebefeld,1876,12,2.1,80.7
1877      1                1.0               86.5,Bern-Liebefeld,1877,1,1.0,86.5
1877      2                2.8              171.3,Bern-Liebefeld,1877,2,2.8,171.3
1877      3                2.2              113.4,Bern-Liebefeld,1877,3,2.2,113.4
1877      4                7.1              121.3,Bern-Liebefeld,1877,4,7.1,121.3
1877      5                9.7              166.5,Bern-Liebefeld,1877,5,9.7,166.5
1877      6               18.0              166.3,Bern-Liebefeld,1877,6,18.0,166.3
1877      7               16.7              130.9,Bern-Liebefeld,1877,7,16.7,130.9
1877      8               17.6              101.6,Bern-Liebefeld,1877,8,17.6,101.6
1877      9               11.2               40.4,Bern-Liebefeld,1877,9,11.2,40.4
1877     10                5.5               31.3,Bern-Liebefeld,1877,10,5.5,31.3
1877     11                4.6              135.5,Bern-Liebefeld,1877,11,4.6,135.5
1877     12                0.2               78.0,Bern-Liebefeld,1877,12,0.2,78.0
1878      1               -2.9               84.3,Bern-Liebefeld,1878,1,-2.9,84.3
1878      2                0.2               21.5,Bern-Liebefeld,1878,2,0.2,21.5
1878      3                2.6               53.3,Bern-Liebefeld,1878,3,2.6,53.3
1878      4                7.5              128.5,Bern-Liebefeld,1878,4,7.5,128.5
1878      5               13.1              128.5,Bern-Liebefeld,1878,5,13.1,128.5
1878      6               14.9              144.8,Bern-Liebefeld,1878,6,14.9,144.8
1878      7               16.7               91.3,Bern-Liebefeld,1878,7,16.7,91.3
1878      8               16.1              145.3,Bern-Liebefeld,1878,8,16.1,145.3
1878      9               12.9               52.7,Bern-Liebefeld,1878,9,12.9,52.7
1878     10                8.4               86.8,Bern-Liebefeld,1878,10,8.4,86.8
1878     11                1.0               66.9,Bern-Liebefeld,1878,11,1.0,66.9
1878     12               -4.2              120.3,Bern-Liebefeld,1878,12,-4.2,120.3
1879      1               -2.7               58.4,Bern-Liebefeld,1879,1,-2.7,58.4
1879      2                0.7              120.3,Bern-Liebefeld,1879,2,0.7,120.3
1879      3                3.7               22.8,Bern-Liebefeld,1879,3,3.7,22.8
1879      4                5.2               78.9,Bern-Liebefeld,1879,4,5.2,78.9
1879      5                7.7              109.0,Bern-Liebefeld,1879,5,7.7,109.0
1879      6               15.6               78.1,Bern-Liebefeld,1879,6,15.6,78.1
1879      7               14.4              179.4,Bern-Liebefeld,1879,7,14.4,179.4
1879      8               17.7              105.8,Bern-Liebefeld,1879,8,17.7,105.8
1879      9               13.0               96.0,Bern-Liebefeld,1879,9,13.0,96.0
1879     10                5.9               80.3,Bern-Liebefeld,1879,10,5.9,80.3
1879     11               -0.9               79.3,Bern-Liebefeld,1879,11,-0.9,79.3
1879     12              -10.5               33.0,Bern-Liebefeld,1879,12,-10.5,33.0
1880      1               -6.6               22.6,Bern-Liebefeld,1880,1,-6.6,22.6
1880      2               -0.6               32.2,Bern-Liebefeld,1880,2,-0.6,32.2
1880      3                5.9                9.6,Bern-Liebefeld,1880,3,5.9,9.6
1880      4                7.9               89.8,Bern-Liebefeld,1880,4,7.9,89.8
1880      5               10.3               24.8,Bern-Liebefeld,1880,5,10.3,24.8
1880      6               13.6              144.3,Bern-Liebefeld,1880,6,13.6,144.3
1880      7               18.1              113.5,Bern-Liebefeld,1880,7,18.1,113.5
1880      8               15.5              146.5,Bern-Liebefeld,1880,8,15.5,146.5
1880      9               13.4               82.5,Bern-Liebefeld,1880,9,13.4,82.5
1880     10                8.2              178.1,Bern-Liebefeld,1880,10,8.2,178.1
1880     11                3.6               36.3,Bern-Liebefeld,1880,11,3.6,36.3
1880     12                3.6               60.7,Bern-Liebefeld,1880,12,3.6,60.7
1881      1               -4.6               42.5,Bern-Liebefeld,1881,1,-4.6,42.5
1881      2                1.7               39.3,Bern-Liebefeld,1881,2,1.7,39.3
1881      3                4.8               63.6,Bern-Liebefeld,1881,3,4.8,63.6
1881      4                6.7               88.9,Bern-Liebefeld,1881,4,6.7,88.9
1881      5               10.5               39.8,Bern-Liebefeld,1881,5,10.5,39.8
1881      6               14.6               83.2,Bern-Liebefeld,1881,6,14.6,83.2
1881      7               19.9               60.3,Bern-Liebefeld,1881,7,19.9,60.3
1881      8               16.8              182.9,Bern-Liebefeld,1881,8,16.8,182.9
1881      9               11.2              204.8,Bern-Liebefeld,1881,9,11.2,204.8
1881     10                4.4               58.5,Bern-Liebefeld,1881,10,4.4,58.5
1881     11                3.9               48.5,Bern-Liebefeld,1881,11,3.9,48.5
1881     12               -1.2               30.7,Bern-Liebefeld,1881,12,-1.2,30.7
1882      1               -2.6                7.8,Bern-Liebefeld,1882,1,-2.6,7.8
1882      2               -0.3               21.7,Bern-Liebefeld,1882,2,-0.3,21.7
1882      3                5.4               25.5,Bern-Liebefeld,1882,3,5.4,25.5
1882      4                7.3               65.7,Bern-Liebefeld,1882,4,7.3,65.7
1882      5               11.8               67.4,Bern-Liebefeld,1882,5,11.8,67.4
1882      6               14.1              150.3,Bern-Liebefeld,1882,6,14.1,150.3
1882      7               15.1              139.0,Bern-Liebefeld,1882,7,15.1,139.0
1882      8               14.5              104.7,Bern-Liebefeld,1882,8,14.5,104.7
1882      9               11.1              205.8,Bern-Liebefeld,1882,9,11.1,205.8
1882     10                8.7              131.3,Bern-Liebefeld,1882,10,8.7,131.3
1882     11                4.2              129.4,Bern-Liebefeld,1882,11,4.2,129.4
1882     12                0.1               96.0,Bern-Liebefeld,1882,12,0.1,96.0
1883      1               -0.7               35.0,Bern-Liebefeld,1883,1,-0.7,35.0
1883      2                2.1               36.7,Bern-Liebefeld,1883,2,2.1,36.7
1883      3               -0.4               48.8,Bern-Liebefeld,1883,3,-0.4,48.8
1883      4                6.8               35.9,Bern-Liebefeld,1883,4,6.8,35.9
1883      5               12.0              120.0,Bern-Liebefeld,1883,5,12.0,120.0
1883      6               14.4              168.6,Bern-Liebefeld,1883,6,14.4,168.6
1883      7               15.4              146.0,Bern-Liebefeld,1883,7,15.4,146.0
1883      8               15.8               80.8,Bern-Liebefeld,1883,8,15.8,80.8
1883      9               12.2              101.7,Bern-Liebefeld,1883,9,12.2,101.7
1883     10                6.9               79.8,Bern-Liebefeld,1883,10,6.9,79.8
1883     11                3.9               79.1,Bern-Liebefeld,1883,11,3.9,79.1
1883     12               -1.0               56.1,Bern-Liebefeld,1883,12,-1.0,56.1
1884      1                0.9               18.3,Bern-Liebefeld,1884,1,0.9,18.3
1884      2                1.6               66.5,Bern-Liebefeld,1884,2,1.6,66.5
1884      3                5.1                9.0,Bern-Liebefeld,1884,3,5.1,9.0
1884      4                6.6               31.1,Bern-Liebefeld,1884,4,6.6,31.1
1884      5               12.9              116.0,Bern-Liebefeld,1884,5,12.9,116.0
1884      6               12.4               62.2,Bern-Liebefeld,1884,6,12.4,62.2
1884      7               17.5              174.7,Bern-Liebefeld,1884,7,17.5,174.7
1884      8               16.6              117.3,Bern-Liebefeld,1884,8,16.6,117.3
1884      9               13.0               63.4,Bern-Liebefeld,1884,9,13.0,63.4
1884     10                7.0               33.4,Bern-Liebefeld,1884,10,7.0,33.4
1884     11                1.1               14.3,Bern-Liebefeld,1884,11,1.1,14.3
1884     12               -0.1               72.7,Bern-Liebefeld,1884,12,-0.1,72.7
1885      1               -5.0                5.2,Bern-Liebefeld,1885,1,-5.0,5.2
1885      2                2.7              109.4,Bern-Liebefeld,1885,2,2.7,109.4
1885      3                3.1               56.0,Bern-Liebefeld,1885,3,3.1,56.0
1885      4                8.4               16.4,Bern-Liebefeld,1885,4,8.4,16.4
1885      5                9.3              130.2,Bern-Liebefeld,1885,5,9.3,130.2
1885      6               16.5               56.6,Bern-Liebefeld,1885,6,16.5,56.6
1885      7               18.3               38.2,Bern-Liebefeld,1885,7,18.3,38.2
1885      8               16.0              104.0,Bern-Liebefeld,1885,8,16.0,104.0
1885      9               12.1              143.7,Bern-Liebefeld,1885,9,12.1,143.7
1885     10                6.5              173.5,Bern-Liebefeld,1885,10,6.5,173.5
1885     11                3.5               42.7,Bern-Liebefeld,1885,11,3.5,42.7
1885     12               -1.1               57.0,Bern-Liebefeld,1885,12,-1.1,57.0
1886      1               -2.9               61.8,Bern-Liebefeld,1886,1,-2.9,61.8
1886      2               -3.3               37.7,Bern-Liebefeld,1886,2,-3.3,37.7
1886      3                2.1               44.4,Bern-Liebefeld,1886,3,2.1,44.4
1886      4                8.7               65.4,Bern-Liebefeld,1886,4,8.7,65.4
1886      5               11.6               75.1,Bern-Liebefeld,1886,5,11.6,75.1
1886      6               13.6              119.4,Bern-Liebefeld,1886,6,13.6,119.4
1886      7               17.6              104.4,Bern-Liebefeld,1886,7,17.6,104.4
1886      8               16.4              140.0,Bern-Liebefeld,1886,8,16.4,140.0
1886      9               15.0               32.0,Bern-Liebefeld,1886,9,15.0,32.0
1886     10                8.8              121.0,Bern-Liebefeld,1886,10,8.8,121.0
1886     11                3.8               77.6,Bern-Liebefeld,1886,11,3.8,77.6
1886     12               -0.4              114.7,Bern-Liebefeld,1886,12,-0.4,114.7
1887      1               -5.2                8.3,Bern-Liebefeld,1887,1,-5.2,8.3
1887      2               -3.5                6.0,Bern-Liebefeld,1887,2,-3.5,6.0
1887      3                0.2              105.1,Bern-Liebefeld,1887,3,0.2,105.1
1887      4                6.8               51.7,Bern-Liebefeld,1887,4,6.8,51.7
1887      5                8.9              122.6,Bern-Liebefeld,1887,5,8.9,122.6
1887      6               16.6               70.9,Bern-Liebefeld,1887,6,16.6,70.9
1887      7               19.0               66.1,Bern-Liebefeld,1887,7,19.0,66.1
1887      8               16.0              119.0,Bern-Liebefeld,1887,8,16.0,119.0
1887      9               11.6               64.3,Bern-Liebefeld,1887,9,11.6,64.3
1887     10                4.1               61.3,Bern-Liebefeld,1887,10,4.1,61.3
1887     11                1.4               45.7,Bern-Liebefeld,1887,11,1.4,45.7
1887     12               -2.1               85.9,Bern-Liebefeld,1887,12,-2.1,85.9
1888      1               -4.2               18.5,Bern-Liebefeld,1888,1,-4.2,18.5
1888      2               -2.4               70.9,Bern-Liebefeld,1888,2,-2.4,70.9
1888      3                1.4              128.9,Bern-Liebefeld,1888,3,1.4,128.9
1888      4                5.3              110.4,Bern-Liebefeld,1888,4,5.3,110.4
1888      5               12.8               62.4,Bern-Liebefeld,1888,5,12.8,62.4
1888      6               15.5              152.6,Bern-Liebefeld,1888,6,15.5,152.6
1888      7               14.8              128.9,Bern-Liebefeld,1888,7,14.8,128.9
1888      8               14.8              161.8,Bern-Liebefeld,1888,8,14.8,161.8
1888      9               13.2              132.9,Bern-Liebefeld,1888,9,13.2,132.9
1888     10                4.7              191.9,Bern-Liebefeld,1888,10,4.7,191.9
1888     11                3.0               49.4,Bern-Liebefeld,1888,11,3.0,49.4
1888     12               -2.2               14.4,Bern-Liebefeld,1888,12,-2.2,14.4
1889      1               -3.8                8.7,Bern-Liebefeld,1889,1,-3.8,8.7
1889      2               -2.5               75.6,Bern-Liebefeld,1889,2,-2.5,75.6
1889      3                0.3               38.6,Bern-Liebefeld,1889,3,0.3,38.6
1889      4                6.2               32.3,Bern-Liebefeld,1889,4,6.2,32.3
1889      5               12.8               61.8,Bern-Liebefeld,1889,5,12.8,61.8
1889      6               16.2              194.4,Bern-Liebefeld,1889,6,16.2,194.4
1889      7               16.4              121.4,Bern-Liebefeld,1889,7,16.4,121.4
1889      8               15.2              104.3,Bern-Liebefeld,1889,8,15.2,104.3
1889      9               11.3               89.7,Bern-Liebefeld,1889,9,11.3,89.7
1889     10                7.1              187.8,Bern-Liebefeld,1889,10,7.1,187.8
1889     11                1.8               50.0,Bern-Liebefeld,1889,11,1.8,50.0
1889     12               -4.3               30.0,Bern-Liebefeld,1889,12,-4.3,30.0
1890      1               -0.6               48.7,Bern-Liebefeld,1890,1,-0.6,48.7
1890      2               -4.2               11.1,Bern-Liebefeld,1890,2,-4.2,11.1
1890      3                2.7               23.1,Bern-Liebefeld,1890,3,2.7,23.1
1890      4                6.6               59.0,Bern-Liebefeld,1890,4,6.6,59.0
1890      5               12.5              111.6,Bern-Liebefeld,1890,5,12.5,111.6
1890      6               14.5              114.4,Bern-Liebefeld,1890,6,14.5,114.4
1890      7               15.4              103.9,Bern-Liebefeld,1890,7,15.4,103.9
1890      8               15.6              251.4,Bern-Liebefeld,1890,8,15.6,251.4
1890      9               11.8               29.0,Bern-Liebefeld,1890,9,11.8,29.0
1890     10                5.9               99.4,Bern-Liebefeld,1890,10,5.9,99.4
1890     11                2.3               57.1,Bern-Liebefeld,1890,11,2.3,57.1
1890     12               -5.9               10.1,Bern-Liebefeld,1890,12,-5.9,10.1
1891      1               -7.2               26.2,Bern-Liebefeld,1891,1,-7.2,26.2
1891      2               -3.3                3.1,Bern-Liebefeld,1891,2,-3.3,3.1
1891      3                2.1               49.6,Bern-Liebefeld,1891,3,2.1,49.6
1891      4                5.1               69.2,Bern-Liebefeld,1891,4,5.1,69.2
1891      5               11.3               71.1,Bern-Liebefeld,1891,5,11.3,71.1
1891      6               15.1              124.8,Bern-Liebefeld,1891,6,15.1,124.8
1891      7               15.9              170.8,Bern-Liebefeld,1891,7,15.9,170.8
1891      8               15.0               94.8,Bern-Liebefeld,1891,8,15.0,94.8
1891      9               13.1               82.3,Bern-Liebefeld,1891,9,13.1,82.3
1891     10                8.4               97.5,Bern-Liebefeld,1891,10,8.4,97.5
1891     11                1.9               97.2,Bern-Liebefeld,1891,11,1.9,97.2
1891     12               -0.1               88.8,Bern-Liebefeld,1891,12,-0.1,88.8
1892      1               -2.5               46.4,Bern-Liebefeld,1892,1,-2.5,46.4
1892      2                0.2               41.2,Bern-Liebefeld,1892,2,0.2,41.2
1892      3               -0.1               28.5,Bern-Liebefeld,1892,3,-0.1,28.5
1892      4                7.6               50.6,Bern-Liebefeld,1892,4,7.6,50.6
1892      5               11.7               32.1,Bern-Liebefeld,1892,5,11.7,32.1
1892      6               15.7               89.0,Bern-Liebefeld,1892,6,15.7,89.0
1892      7               16.6               91.3,Bern-Liebefeld,1892,7,16.6,91.3
1892      8               17.3               62.0,Bern-Liebefeld,1892,8,17.3,62.0
1892      9               13.4              110.3,Bern-Liebefeld,1892,9,13.4,110.3
1892     10                7.1              134.7,Bern-Liebefeld,1892,10,7.1,134.7
1892     11                5.0               37.8,Bern-Liebefeld,1892,11,5.0,37.8
1892     12               -2.9               18.0,Bern-Liebefeld,1892,12,-2.9,18.0
1893      1               -7.0               38.8,Bern-Liebefeld,1893,1,-7.0,38.8
1893      2                0.5               74.7,Bern-Liebefeld,1893,2,0.5,74.7
1893      3                4.8               27.6,Bern-Liebefeld,1893,3,4.8,27.6
1893      4               10.9                0.0,Bern-Liebefeld,1893,4,10.9,0.0
1893      5               12.2               30.4,Bern-Liebefeld,1893,5,12.2,30.4
1893      6               15.9               82.1,Bern-Liebefeld,1893,6,15.9,82.1
1893      7               17.0              126.3,Bern-Liebefeld,1893,7,17.0,126.3
1893      8               17.8               25.8,Bern-Liebefeld,1893,8,17.8,25.8
1893      9               13.4              116.6,Bern-Liebefeld,1893,9,13.4,116.6
1893     10                9.2               64.0,Bern-Liebefeld,1893,10,9.2,64.0
1893     11                2.0               81.7,Bern-Liebefeld,1893,11,2.0,81.7
1893     12               -1.7               22.0,Bern-Liebefeld,1893,12,-1.7,22.0
1894      1               -3.6               31.5,Bern-Liebefeld,1894,1,-3.6,31.5
1894      2                0.3               13.1,Bern-Liebefeld,1894,2,0.3,13.1
1894      3                3.9               38.9,Bern-Liebefeld,1894,3,3.9,38.9
1894      4                9.4               57.1,Bern-Liebefeld,1894,4,9.4,57.1
1894      5               10.7              109.2,Bern-Liebefeld,1894,5,10.7,109.2
1894      6               14.8               56.4,Bern-Liebefeld,1894,6,14.8,56.4
1894      7               17.5              101.6,Bern-Liebefeld,1894,7,17.5,101.6
1894      8               16.1               78.4,Bern-Liebefeld,1894,8,16.1,78.4
1894      9               11.9               76.4,Bern-Liebefeld,1894,9,11.9,76.4
1894     10                8.2              111.2,Bern-Liebefeld,1894,10,8.2,111.2
1894     11                3.4               48.3,Bern-Liebefeld,1894,11,3.4,48.3
1894     12               -1.6               36.9,Bern-Liebefeld,1894,12,-1.6,36.9
1895      1               -6.2               73.2,Bern-Liebefeld,1895,1,-6.2,73.2
