Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1864      1               -5.5               20.6,Basel-Binningen,1864,1,-5.5,20.6
1864      2               -0.2               16.0,Basel-Binningen,1864,2,-0.2,16.0
1864      3                6.0               48.4,Basel-Binningen,1864,3,6.0,48.4
1864      4                8.2               49.0,Basel-Binningen,1864,4,8.2,49.0
1864      5               13.1               53.2,Basel-Binningen,1864,5,13.1,53.2
1864      6               15.3              139.9,Basel-Binningen,1864,6,15.3,139.9
1864      7               17.4               50.0,Basel-Binningen,1864,7,17.4,50.0
1864      8               16.1               59.4,Basel-Binningen,1864,8,16.1,59.4
1864      9               13.2               81.2,Basel-Binningen,1864,9,13.2,81.2
1864     10                7.1               10.2,Basel-Binningen,1864,10,7.1,10.2
1864     11                3.9               74.1,Basel-Binningen,1864,11,3.9,74.1
1864     12               -2.2                4.4,Basel-Binningen,1864,12,-2.2,4.4
1865      1                1.3               49.7,Basel-Binningen,1865,1,1.3,49.7
1865      2               -1.0               69.1,Basel-Binningen,1865,2,-1.0,69.1
1865      3                0.7               30.1,Basel-Binningen,1865,3,0.7,30.1
1865      4               12.9               11.7,Basel-Binningen,1865,4,12.9,11.7
1865      5               15.9               85.3,Basel-Binningen,1865,5,15.9,85.3
1865      6               16.2               67.1,Basel-Binningen,1865,6,16.2,67.1
1865      7               19.4               36.9,Basel-Binningen,1865,7,19.4,36.9
1865      8               16.4              122.1,Basel-Binningen,1865,8,16.4,122.1
1865      9               15.3                0.0,Basel-Binningen,1865,9,15.3,0.0
1865     10                9.8               99.3,Basel-Binningen,1865,10,9.8,99.3
1865     11                5.4               70.1,Basel-Binningen,1865,11,5.4,70.1
1865     12               -1.1               10.3,Basel-Binningen,1865,12,-1.1,10.3
1866      1                3.0               36.9,Basel-Binningen,1866,1,3.0,36.9
1866      2                5.2               70.7,Basel-Binningen,1866,2,5.2,70.7
1866      3                4.7               87.3,Basel-Binningen,1866,3,4.7,87.3
1866      4               10.1               90.9,Basel-Binningen,1866,4,10.1,90.9
1866      5               10.8               78.5,Basel-Binningen,1866,5,10.8,78.5
1866      6               18.2               44.8,Basel-Binningen,1866,6,18.2,44.8
1866      7               17.7               43.3,Basel-Binningen,1866,7,17.7,43.3
1866      8               15.6              144.8,Basel-Binningen,1866,8,15.6,144.8
1866      9               14.4               76.2,Basel-Binningen,1866,9,14.4,76.2
1866     10                9.0               28.2,Basel-Binningen,1866,10,9.0,28.2
1866     11                4.9               59.8,Basel-Binningen,1866,11,4.9,59.8
1866     12                3.3              128.9,Basel-Binningen,1866,12,3.3,128.9
1867      1               -0.2              140.9,Basel-Binningen,1867,1,-0.2,140.9
1867      2                5.7               66.9,Basel-Binningen,1867,2,5.7,66.9
1867      3                4.9               70.8,Basel-Binningen,1867,3,4.9,70.8
1867      4               10.0               92.5,Basel-Binningen,1867,4,10.0,92.5
1867      5               13.6               73.9,Basel-Binningen,1867,5,13.6,73.9
1867      6               16.1              140.6,Basel-Binningen,1867,6,16.1,140.6
1867      7               16.8               67.4,Basel-Binningen,1867,7,16.8,67.4
1867      8               18.0               48.8,Basel-Binningen,1867,8,18.0,48.8
1867      9               14.9               55.9,Basel-Binningen,1867,9,14.9,55.9
1867     10                7.6              102.4,Basel-Binningen,1867,10,7.6,102.4
1867     11                2.2               27.0,Basel-Binningen,1867,11,2.2,27.0
1867     12               -0.6               39.0,Basel-Binningen,1867,12,-0.6,39.0
1868      1               -1.5               38.7,Basel-Binningen,1868,1,-1.5,38.7
1868      2                3.0               10.6,Basel-Binningen,1868,2,3.0,10.6
1868      3                4.2               46.0,Basel-Binningen,1868,3,4.2,46.0
1868      4                8.7               65.3,Basel-Binningen,1868,4,8.7,65.3
1868      5               17.9               12.7,Basel-Binningen,1868,5,17.9,12.7
1868      6               17.8               70.2,Basel-Binningen,1868,6,17.8,70.2
1868      7               19.1               59.4,Basel-Binningen,1868,7,19.1,59.4
1868      8               18.1               77.8,Basel-Binningen,1868,8,18.1,77.8
1868      9               16.0              114.6,Basel-Binningen,1868,9,16.0,114.6
1868     10                9.3               96.4,Basel-Binningen,1868,10,9.3,96.4
1868     11                2.0               36.3,Basel-Binningen,1868,11,2.0,36.3
1868     12                7.1              136.2,Basel-Binningen,1868,12,7.1,136.2
1869      1                0.1               26.2,Basel-Binningen,1869,1,0.1,26.2
1869      2                5.9               18.1,Basel-Binningen,1869,2,5.9,18.1
1869      3                1.9               55.4,Basel-Binningen,1869,3,1.9,55.4
1869      4               10.8               32.5,Basel-Binningen,1869,4,10.8,32.5
1869      5               14.1              132.8,Basel-Binningen,1869,5,14.1,132.8
1869      6               13.9               57.2,Basel-Binningen,1869,6,13.9,57.2
1869      7               19.7               42.6,Basel-Binningen,1869,7,19.7,42.6
1869      8               15.8              101.4,Basel-Binningen,1869,8,15.8,101.4
1869      9               14.7               86.7,Basel-Binningen,1869,9,14.7,86.7
1869     10                6.8               49.6,Basel-Binningen,1869,10,6.8,49.6
1869     11                4.8               65.8,Basel-Binningen,1869,11,4.8,65.8
1869     12               -0.3               76.0,Basel-Binningen,1869,12,-0.3,76.0
1870      1               -0.1               20.4,Basel-Binningen,1870,1,-0.1,20.4
1870      2               -2.0               20.0,Basel-Binningen,1870,2,-2.0,20.0
1870      3                3.5               56.1,Basel-Binningen,1870,3,3.5,56.1
1870      4                9.2               17.1,Basel-Binningen,1870,4,9.2,17.1
1870      5               14.3               38.6,Basel-Binningen,1870,5,14.3,38.6
1870      6               17.3               25.6,Basel-Binningen,1870,6,17.3,25.6
1870      7               20.3               56.4,Basel-Binningen,1870,7,20.3,56.4
1870      8               15.5              101.4,Basel-Binningen,1870,8,15.5,101.4
1870      9               12.2               49.8,Basel-Binningen,1870,9,12.2,49.8
1870     10                9.3               86.3,Basel-Binningen,1870,10,9.3,86.3
1870     11                4.9              105.5,Basel-Binningen,1870,11,4.9,105.5
1870     12               -3.8               85.0,Basel-Binningen,1870,12,-3.8,85.0
1871      1               -4.4               31.3,Basel-Binningen,1871,1,-4.4,31.3
1871      2                2.4               27.4,Basel-Binningen,1871,2,2.4,27.4
1871      3                5.5               17.1,Basel-Binningen,1871,3,5.5,17.1
1871      4                9.9               94.8,Basel-Binningen,1871,4,9.9,94.8
1871      5               11.9               30.6,Basel-Binningen,1871,5,11.9,30.6
1871      6               13.4               93.9,Basel-Binningen,1871,6,13.4,93.9
1871      7               18.4               99.5,Basel-Binningen,1871,7,18.4,99.5
1871      8               18.1               39.8,Basel-Binningen,1871,8,18.1,39.8
1871      9               15.6               27.1,Basel-Binningen,1871,9,15.6,27.1
1871     10                6.9               74.4,Basel-Binningen,1871,10,6.9,74.4
1871     11                1.0               31.5,Basel-Binningen,1871,11,1.0,31.5
1871     12               -5.7                5.9,Basel-Binningen,1871,12,-5.7,5.9
1872      1                1.5               46.1,Basel-Binningen,1872,1,1.5,46.1
1872      2                2.8               28.1,Basel-Binningen,1872,2,2.8,28.1
1872      3                6.1               37.2,Basel-Binningen,1872,3,6.1,37.2
1872      4                9.7               87.9,Basel-Binningen,1872,4,9.7,87.9
1872      5               12.2              228.1,Basel-Binningen,1872,5,12.2,228.1
1872      6               15.9              150.9,Basel-Binningen,1872,6,15.9,150.9
1872      7               19.1               72.8,Basel-Binningen,1872,7,19.1,72.8
1872      8               16.0               74.6,Basel-Binningen,1872,8,16.0,74.6
1872      9               14.4               19.2,Basel-Binningen,1872,9,14.4,19.2
1872     10                9.2              115.7,Basel-Binningen,1872,10,9.2,115.7
1872     11                7.2               94.0,Basel-Binningen,1872,11,7.2,94.0
1872     12                4.0               50.1,Basel-Binningen,1872,12,4.0,50.1
1873      1                1.9               20.9,Basel-Binningen,1873,1,1.9,20.9
1873      2                1.4               14.3,Basel-Binningen,1873,2,1.4,14.3
1873      3                7.1               29.4,Basel-Binningen,1873,3,7.1,29.4
1873      4                8.0               93.2,Basel-Binningen,1873,4,8.0,93.2
1873      5               11.2               73.9,Basel-Binningen,1873,5,11.2,73.9
1873      6               16.5               75.6,Basel-Binningen,1873,6,16.5,75.6
1873      7               19.6               94.5,Basel-Binningen,1873,7,19.6,94.5
1873      8               19.0               46.9,Basel-Binningen,1873,8,19.0,46.9
1873      9               13.2              101.5,Basel-Binningen,1873,9,13.2,101.5
1873     10                9.9               71.1,Basel-Binningen,1873,10,9.9,71.1
1873     11                4.8               67.4,Basel-Binningen,1873,11,4.8,67.4
1873     12                0.2               11.8,Basel-Binningen,1873,12,0.2,11.8
1874      1                1.0               13.6,Basel-Binningen,1874,1,1.0,13.6
1874      2                1.0                7.7,Basel-Binningen,1874,2,1.0,7.7
1874      3                4.5               25.7,Basel-Binningen,1874,3,4.5,25.7
1874      4               11.1               65.2,Basel-Binningen,1874,4,11.1,65.2
1874      5               10.3               74.1,Basel-Binningen,1874,5,10.3,74.1
1874      6               16.7              118.7,Basel-Binningen,1874,6,16.7,118.7
1874      7               20.5               73.1,Basel-Binningen,1874,7,20.5,73.1
1874      8               15.6               60.6,Basel-Binningen,1874,8,15.6,60.6
1874      9               14.9               24.9,Basel-Binningen,1874,9,14.9,24.9
1874     10                9.3               34.9,Basel-Binningen,1874,10,9.3,34.9
1874     11                2.2               41.4,Basel-Binningen,1874,11,2.2,41.4
1874     12               -0.3               72.4,Basel-Binningen,1874,12,-0.3,72.4
1875      1                3.2               39.5,Basel-Binningen,1875,1,3.2,39.5
1875      2               -2.0               16.9,Basel-Binningen,1875,2,-2.0,16.9
1875      3                3.3               30.2,Basel-Binningen,1875,3,3.3,30.2
1875      4                8.8               27.6,Basel-Binningen,1875,4,8.8,27.6
1875      5               15.0               73.3,Basel-Binningen,1875,5,15.0,73.3
1875      6               17.1               91.5,Basel-Binningen,1875,6,17.1,91.5
1875      7               16.4              137.7,Basel-Binningen,1875,7,16.4,137.7
1875      8               18.8               49.5,Basel-Binningen,1875,8,18.8,49.5
1875      9               15.2               54.6,Basel-Binningen,1875,9,15.2,54.6
1875     10                8.0              107.0,Basel-Binningen,1875,10,8.0,107.0
1875     11                4.3               91.2,Basel-Binningen,1875,11,4.3,91.2
1875     12               -2.1               11.0,Basel-Binningen,1875,12,-2.1,11.0
1876      1               -2.8               17.2,Basel-Binningen,1876,1,-2.8,17.2
1876      2                2.9               72.7,Basel-Binningen,1876,2,2.9,72.7
1876      3                5.6              106.4,Basel-Binningen,1876,3,5.6,106.4
1876      4                9.3               97.8,Basel-Binningen,1876,4,9.3,97.8
1876      5               10.4               51.8,Basel-Binningen,1876,5,10.4,51.8
1876      6               16.1              178.8,Basel-Binningen,1876,6,16.1,178.8
1876      7               19.2               37.8,Basel-Binningen,1876,7,19.2,37.8
1876      8               18.8              116.8,Basel-Binningen,1876,8,18.8,116.8
1876      9               12.7              125.9,Basel-Binningen,1876,9,12.7,125.9
1876     10               11.5                8.8,Basel-Binningen,1876,10,11.5,8.8
1876     11                3.5               84.3,Basel-Binningen,1876,11,3.5,84.3
1876     12                4.8               42.4,Basel-Binningen,1876,12,4.8,42.4
1877      1                3.9               32.6,Basel-Binningen,1877,1,3.9,32.6
1877      2                4.8               68.8,Basel-Binningen,1877,2,4.8,68.8
1877      3                3.4               72.6,Basel-Binningen,1877,3,3.4,72.6
1877      4                8.5               58.6,Basel-Binningen,1877,4,8.5,58.6
1877      5               10.5              149.8,Basel-Binningen,1877,5,10.5,149.8
1877      6               19.2               44.5,Basel-Binningen,1877,6,19.2,44.5
1877      7               17.3              107.5,Basel-Binningen,1877,7,17.3,107.5
1877      8               18.3               73.1,Basel-Binningen,1877,8,18.3,73.1
1877      9               11.5               59.1,Basel-Binningen,1877,9,11.5,59.1
1877     10                7.2               28.8,Basel-Binningen,1877,10,7.2,28.8
1877     11                6.8               88.2,Basel-Binningen,1877,11,6.8,88.2
1877     12                2.0               72.9,Basel-Binningen,1877,12,2.0,72.9
1878      1               -1.2               40.5,Basel-Binningen,1878,1,-1.2,40.5
1878      2                2.2               19.6,Basel-Binningen,1878,2,2.2,19.6
1878      3                4.2               33.0,Basel-Binningen,1878,3,4.2,33.0
1878      4                9.5              123.9,Basel-Binningen,1878,4,9.5,123.9
1878      5               14.1              109.3,Basel-Binningen,1878,5,14.1,109.3
1878      6               15.6              199.9,Basel-Binningen,1878,6,15.6,199.9
1878      7               17.0               55.2,Basel-Binningen,1878,7,17.0,55.2
1878      8               17.2              134.2,Basel-Binningen,1878,8,17.2,134.2
1878      9               14.4               58.5,Basel-Binningen,1878,9,14.4,58.5
1878     10                9.8               88.0,Basel-Binningen,1878,10,9.8,88.0
1878     11                3.1               49.9,Basel-Binningen,1878,11,3.1,49.9
1878     12               -1.5               70.9,Basel-Binningen,1878,12,-1.5,70.9
1879      1               -0.1               26.7,Basel-Binningen,1879,1,-0.1,26.7
1879      2                2.7               64.3,Basel-Binningen,1879,2,2.7,64.3
1879      3                4.6               35.7,Basel-Binningen,1879,3,4.6,35.7
1879      4                6.9               76.4,Basel-Binningen,1879,4,6.9,76.4
1879      5                9.2               76.8,Basel-Binningen,1879,5,9.2,76.8
1879      6               16.5              108.8,Basel-Binningen,1879,6,16.5,108.8
1879      7               15.2               86.9,Basel-Binningen,1879,7,15.2,86.9
1879      8               18.6               40.2,Basel-Binningen,1879,8,18.6,40.2
1879      9               14.3              140.1,Basel-Binningen,1879,9,14.3,140.1
1879     10                7.5               52.9,Basel-Binningen,1879,10,7.5,52.9
1879     11                1.2               65.9,Basel-Binningen,1879,11,1.2,65.9
1879     12               -9.5               22.3,Basel-Binningen,1879,12,-9.5,22.3
1880      1               -4.1               10.3,Basel-Binningen,1880,1,-4.1,10.3
1880      2                2.2               59.4,Basel-Binningen,1880,2,2.2,59.4
1880      3                7.5               19.0,Basel-Binningen,1880,3,7.5,19.0
1880      4                9.3              154.5,Basel-Binningen,1880,4,9.3,154.5
1880      5               12.0               51.8,Basel-Binningen,1880,5,12.0,51.8
1880      6               14.8              151.2,Basel-Binningen,1880,6,14.8,151.2
1880      7               18.5               89.9,Basel-Binningen,1880,7,18.5,89.9
1880      8               16.6              160.2,Basel-Binningen,1880,8,16.6,160.2
1880      9               14.4              101.7,Basel-Binningen,1880,9,14.4,101.7
1880     10                8.8              193.0,Basel-Binningen,1880,10,8.8,193.0
1880     11                5.1               18.4,Basel-Binningen,1880,11,5.1,18.4
1880     12                6.5               42.3,Basel-Binningen,1880,12,6.5,42.3
1881      1               -3.6               45.7,Basel-Binningen,1881,1,-3.6,45.7
1881      2                2.9               50.8,Basel-Binningen,1881,2,2.9,50.8
1881      3                6.4               34.8,Basel-Binningen,1881,3,6.4,34.8
1881      4                7.8               99.4,Basel-Binningen,1881,4,7.8,99.4
1881      5               12.1               63.5,Basel-Binningen,1881,5,12.1,63.5
1881      6               15.9               74.4,Basel-Binningen,1881,6,15.9,74.4
1881      7               20.7               17.2,Basel-Binningen,1881,7,20.7,17.2
1881      8               17.5              163.1,Basel-Binningen,1881,8,17.5,163.1
1881      9               12.5              203.5,Basel-Binningen,1881,9,12.5,203.5
1881     10                5.1               85.8,Basel-Binningen,1881,10,5.1,85.8
1881     11                6.5               45.9,Basel-Binningen,1881,11,6.5,45.9
1881     12                1.3               41.0,Basel-Binningen,1881,12,1.3,41.0
1882      1               -0.4               18.8,Basel-Binningen,1882,1,-0.4,18.8
1882      2                1.5               18.7,Basel-Binningen,1882,2,1.5,18.7
1882      3                6.9               28.6,Basel-Binningen,1882,3,6.9,28.6
1882      4                9.1               59.0,Basel-Binningen,1882,4,9.1,59.0
1882      5               13.4               43.1,Basel-Binningen,1882,5,13.4,43.1
1882      6               15.4              136.5,Basel-Binningen,1882,6,15.4,136.5
1882      7               16.1              116.3,Basel-Binningen,1882,7,16.1,116.3
1882      8               15.7               70.9,Basel-Binningen,1882,8,15.7,70.9
1882      9               12.3              206.8,Basel-Binningen,1882,9,12.3,206.8
1882     10                9.9               76.5,Basel-Binningen,1882,10,9.9,76.5
1882     11                5.8              145.1,Basel-Binningen,1882,11,5.8,145.1
1882     12                2.7               61.8,Basel-Binningen,1882,12,2.7,61.8
1883      1                1.2               24.1,Basel-Binningen,1883,1,1.2,24.1
1883      2                4.2               27.8,Basel-Binningen,1883,2,4.2,27.8
1883      3                1.7               14.4,Basel-Binningen,1883,3,1.7,14.4
1883      4                8.3               41.0,Basel-Binningen,1883,4,8.3,41.0
1883      5               13.5               89.8,Basel-Binningen,1883,5,13.5,89.8
1883      6               15.5              104.4,Basel-Binningen,1883,6,15.5,104.4
1883      7               16.3              119.7,Basel-Binningen,1883,7,16.3,119.7
1883      8               16.5               39.5,Basel-Binningen,1883,8,16.5,39.5
1883      9               13.2               92.8,Basel-Binningen,1883,9,13.2,92.8
1883     10                8.5               44.8,Basel-Binningen,1883,10,8.5,44.8
1883     11                5.4               70.4,Basel-Binningen,1883,11,5.4,70.4
1883     12                1.0               25.6,Basel-Binningen,1883,12,1.0,25.6
1884      1                3.3               25.2,Basel-Binningen,1884,1,3.3,25.2
1884      2                3.5               41.7,Basel-Binningen,1884,2,3.5,41.7
1884      3                6.3                5.0,Basel-Binningen,1884,3,6.3,5.0
1884      4                7.4               47.5,Basel-Binningen,1884,4,7.4,47.5
1884      5               13.9               57.3,Basel-Binningen,1884,5,13.9,57.3
1884      6               13.6               61.4,Basel-Binningen,1884,6,13.6,61.4
1884      7               19.1               69.6,Basel-Binningen,1884,7,19.1,69.6
1884      8               18.1               66.0,Basel-Binningen,1884,8,18.1,66.0
1884      9               13.9              107.1,Basel-Binningen,1884,9,13.9,107.1
1884     10                8.4               18.1,Basel-Binningen,1884,10,8.4,18.1
1884     11                3.0               17.4,Basel-Binningen,1884,11,3.0,17.4
1884     12                1.8               58.7,Basel-Binningen,1884,12,1.8,58.7
1885      1               -2.8                4.9,Basel-Binningen,1885,1,-2.8,4.9
1885      2                4.9               31.6,Basel-Binningen,1885,2,4.9,31.6
1885      3                4.1               66.7,Basel-Binningen,1885,3,4.1,66.7
1885      4                9.7               17.7,Basel-Binningen,1885,4,9.7,17.7
1885      5               10.6               59.0,Basel-Binningen,1885,5,10.6,59.0
1885      6               17.8               29.8,Basel-Binningen,1885,6,17.8,29.8
1885      7               18.6               39.5,Basel-Binningen,1885,7,18.6,39.5
1885      8               16.3               54.4,Basel-Binningen,1885,8,16.3,54.4
1885      9               13.0              131.1,Basel-Binningen,1885,9,13.0,131.1
1885     10                7.3              118.6,Basel-Binningen,1885,10,7.3,118.6
1885     11                4.9               32.9,Basel-Binningen,1885,11,4.9,32.9
1885     12               -0.2               57.8,Basel-Binningen,1885,12,-0.2,57.8
1886      1               -0.5               47.5,Basel-Binningen,1886,1,-0.5,47.5
1886      2               -1.4               14.1,Basel-Binningen,1886,2,-1.4,14.1
1886      3                3.4               42.6,Basel-Binningen,1886,3,3.4,42.6
1886      4               10.0               29.0,Basel-Binningen,1886,4,10.0,29.0
1886      5               12.9               87.8,Basel-Binningen,1886,5,12.9,87.8
1886      6               14.3              166.5,Basel-Binningen,1886,6,14.3,166.5
1886      7               18.0               75.9,Basel-Binningen,1886,7,18.0,75.9
1886      8               17.2               64.7,Basel-Binningen,1886,8,17.2,64.7
1886      9               15.8               50.9,Basel-Binningen,1886,9,15.8,50.9
1886     10               10.1               88.6,Basel-Binningen,1886,10,10.1,88.6
1886     11                5.3               87.0,Basel-Binningen,1886,11,5.3,87.0
1886     12                1.7              113.6,Basel-Binningen,1886,12,1.7,113.6
1887      1               -2.6                5.4,Basel-Binningen,1887,1,-2.6,5.4
1887      2               -0.8                3.5,Basel-Binningen,1887,2,-0.8,3.5
1887      3                1.7               64.5,Basel-Binningen,1887,3,1.7,64.5
1887      4                8.3               20.8,Basel-Binningen,1887,4,8.3,20.8
1887      5               10.3              101.2,Basel-Binningen,1887,5,10.3,101.2
1887      6               17.1               35.3,Basel-Binningen,1887,6,17.1,35.3
1887      7               19.8               78.0,Basel-Binningen,1887,7,19.8,78.0
1887      8               16.9              101.9,Basel-Binningen,1887,8,16.9,101.9
1887      9               12.0               70.6,Basel-Binningen,1887,9,12.0,70.6
1887     10                4.8               36.8,Basel-Binningen,1887,10,4.8,36.8
1887     11                3.4               49.2,Basel-Binningen,1887,11,3.4,49.2
1887     12               -0.4               52.9,Basel-Binningen,1887,12,-0.4,52.9
1888      1               -1.8                8.1,Basel-Binningen,1888,1,-1.8,8.1
1888      2               -1.5               33.4,Basel-Binningen,1888,2,-1.5,33.4
1888      3                3.6              101.6,Basel-Binningen,1888,3,3.6,101.6
1888      4                6.6               84.4,Basel-Binningen,1888,4,6.6,84.4
1888      5               13.8               25.5,Basel-Binningen,1888,5,13.8,25.5
1888      6               16.3              142.0,Basel-Binningen,1888,6,16.3,142.0
1888      7               15.6               67.3,Basel-Binningen,1888,7,15.6,67.3
1888      8               15.9               77.4,Basel-Binningen,1888,8,15.9,77.4
1888      9               13.8               84.9,Basel-Binningen,1888,9,13.8,84.9
1888     10                5.9               97.4,Basel-Binningen,1888,10,5.9,97.4
1888     11                5.3               50.3,Basel-Binningen,1888,11,5.3,50.3
1888     12               -0.3               16.0,Basel-Binningen,1888,12,-0.3,16.0
1889      1               -1.6               10.1,Basel-Binningen,1889,1,-1.6,10.1
1889      2               -0.8               68.5,Basel-Binningen,1889,2,-0.8,68.5
1889      3                2.1               43.5,Basel-Binningen,1889,3,2.1,43.5
1889      4                7.7               19.3,Basel-Binningen,1889,4,7.7,19.3
1889      5               14.6               73.9,Basel-Binningen,1889,5,14.6,73.9
1889      6               17.7              155.7,Basel-Binningen,1889,6,17.7,155.7
1889      7               17.1               67.0,Basel-Binningen,1889,7,17.1,67.0
1889      8               16.3               66.2,Basel-Binningen,1889,8,16.3,66.2
1889      9               12.1               45.6,Basel-Binningen,1889,9,12.1,45.6
1889     10                8.3              141.9,Basel-Binningen,1889,10,8.3,141.9
1889     11                3.5               37.8,Basel-Binningen,1889,11,3.5,37.8
1889     12               -1.9               18.0,Basel-Binningen,1889,12,-1.9,18.0
1890      1                2.8               49.9,Basel-Binningen,1890,1,2.8,49.9
1890      2               -1.7                3.5,Basel-Binningen,1890,2,-1.7,3.5
1890      3                4.8                8.0,Basel-Binningen,1890,3,4.8,8.0
1890      4                8.1               45.5,Basel-Binningen,1890,4,8.1,45.5
1890      5               13.8               91.1,Basel-Binningen,1890,5,13.8,91.1
1890      6               14.9               66.4,Basel-Binningen,1890,6,14.9,66.4
1890      7               16.1               72.7,Basel-Binningen,1890,7,16.1,72.7
1890      8               16.6              175.2,Basel-Binningen,1890,8,16.6,175.2
1890      9               13.0               18.2,Basel-Binningen,1890,9,13.0,18.2
1890     10                6.5               68.9,Basel-Binningen,1890,10,6.5,68.9
1890     11                4.0               45.8,Basel-Binningen,1890,11,4.0,45.8
1890     12               -4.6               12.3,Basel-Binningen,1890,12,-4.6,12.3
1891      1               -4.8               18.0,Basel-Binningen,1891,1,-4.8,18.0
1891      2               -1.0                5.3,Basel-Binningen,1891,2,-1.0,5.3
1891      3                4.1               71.5,Basel-Binningen,1891,3,4.1,71.5
1891      4                6.8               39.1,Basel-Binningen,1891,4,6.8,39.1
1891      5               12.5              101.5,Basel-Binningen,1891,5,12.5,101.5
1891      6               15.7              160.0,Basel-Binningen,1891,6,15.7,160.0
1891      7               16.6              117.6,Basel-Binningen,1891,7,16.6,117.6
1891      8               16.0               66.5,Basel-Binningen,1891,8,16.0,66.5
1891      9               14.2               41.2,Basel-Binningen,1891,9,14.2,41.2
1891     10               10.3               88.0,Basel-Binningen,1891,10,10.3,88.0
1891     11                3.3              103.1,Basel-Binningen,1891,11,3.3,103.1
1891     12                2.5               54.2,Basel-Binningen,1891,12,2.5,54.2
1892      1               -0.3               46.0,Basel-Binningen,1892,1,-0.3,46.0
1892      2                2.1               37.2,Basel-Binningen,1892,2,2.1,37.2
1892      3                2.1               33.0,Basel-Binningen,1892,3,2.1,33.0
1892      4                9.1               47.3,Basel-Binningen,1892,4,9.1,47.3
1892      5               13.4               66.8,Basel-Binningen,1892,5,13.4,66.8
1892      6               16.4               86.8,Basel-Binningen,1892,6,16.4,86.8
1892      7               17.0              116.6,Basel-Binningen,1892,7,17.0,116.6
1892      8               18.5               48.9,Basel-Binningen,1892,8,18.5,48.9
1892      9               14.5               69.1,Basel-Binningen,1892,9,14.5,69.1
1892     10                8.1              110.0,Basel-Binningen,1892,10,8.1,110.0
1892     11                6.6               40.2,Basel-Binningen,1892,11,6.6,40.2
1892     12               -1.2               33.8,Basel-Binningen,1892,12,-1.2,33.8
1893      1               -5.9               47.0,Basel-Binningen,1893,1,-5.9,47.0
1893      2                3.6               38.1,Basel-Binningen,1893,2,3.6,38.1
1893      3                6.2               22.1,Basel-Binningen,1893,3,6.2,22.1
1893      4               11.9                0.0,Basel-Binningen,1893,4,11.9,0.0
1893      5               13.2               54.5,Basel-Binningen,1893,5,13.2,54.5
1893      6               16.7               63.7,Basel-Binningen,1893,6,16.7,63.7
1893      7               18.0               86.5,Basel-Binningen,1893,7,18.0,86.5
1893      8               18.9                5.6,Basel-Binningen,1893,8,18.9,5.6
1893      9               14.0               99.1,Basel-Binningen,1893,9,14.0,99.1
1893     10               10.2               65.2,Basel-Binningen,1893,10,10.2,65.2
1893     11                3.6               39.0,Basel-Binningen,1893,11,3.6,39.0
1893     12                0.4               21.3,Basel-Binningen,1893,12,0.4,21.3
1894      1               -1.1               26.4,Basel-Binningen,1894,1,-1.1,26.4
1894      2                2.6               13.3,Basel-Binningen,1894,2,2.6,13.3
1894      3                5.7               22.2,Basel-Binningen,1894,3,5.7,22.2
1894      4               10.7               58.5,Basel-Binningen,1894,4,10.7,58.5
1894      5               11.6              119.9,Basel-Binningen,1894,5,11.6,119.9
1894      6               15.3               63.5,Basel-Binningen,1894,6,15.3,63.5
1894      7               18.3              143.8,Basel-Binningen,1894,7,18.3,143.8
1894      8               16.6               52.5,Basel-Binningen,1894,8,16.6,52.5
1894      9               11.8              111.6,Basel-Binningen,1894,9,11.8,111.6
1894     10                8.8              126.2,Basel-Binningen,1894,10,8.8,126.2
1894     11                5.1               28.4,Basel-Binningen,1894,11,5.1,28.4
1894     12                0.3               32.8,Basel-Binningen,1894,12,0.3,32.8
1895      1               -3.8               59.9,Basel-Binningen,1895,1,-3.8,59.9
1895      2               -7.4                8.8,Basel-Binningen,1895,2,-7.4,8.8
1895      3                2.9               37.4,Basel-Binningen,1895,3,2.9,37.4
1895      4                9.9               58.6,Basel-Binningen,1895,4,9.9,58.6
1895      5               12.9               39.3,Basel-Binningen,1895,5,12.9,39.3
1895      6               16.3               82.4,Basel-Binningen,1895,6,16.3,82.4
1895      7               18.4               47.7,Basel-Binningen,1895,7,18.4,47.7
1895      8               17.5               62.0,Basel-Binningen,1895,8,17.5,62.0
1895      9               16.9                1.8,Basel-Binningen,1895,9,16.9,1.8
1895     10                8.0               65.2,Basel-Binningen,1895,10,8.0,65.2
1895     11                7.3               76.6,Basel-Binningen,1895,11,7.3,76.6
1895     12                2.4               83.1,Basel-Binningen,1895,12,2.4,83.1
1896      1               -0.9               11.2,Basel-Binningen,1896,1,-0.9,11.2
1896      2               -0.6                6.3,Basel-Binningen,1896,2,-0.6,6.3
1896      3                7.5               53.8,Basel-Binningen,1896,3,7.5,53.8
1896      4                6.8               62.8,Basel-Binningen,1896,4,6.8,62.8
1896      5               11.4               45.7,Basel-Binningen,1896,5,11.4,45.7
1896      6               16.6               96.7,Basel-Binningen,1896,6,16.6,96.7
1896      7               18.2               90.8,Basel-Binningen,1896,7,18.2,90.8
1896      8               14.8              113.8,Basel-Binningen,1896,8,14.8,113.8
1896      9               13.4              141.5,Basel-Binningen,1896,9,13.4,141.5
1896     10                8.0              174.0,Basel-Binningen,1896,10,8.0,174.0
1896     11                2.2               39.7,Basel-Binningen,1896,11,2.2,39.7
1896     12                1.1               51.7,Basel-Binningen,1896,12,1.1,51.7
